Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,comment,sentiment
426,426,426,kenapa gibran gak ikut kampanye ,netral
427,427,427,gimana ceritanya seperti ngarang bs percaya bs gak,netral
428,428,428,setuju pram  politisi koq dipercaya,netral
429,429,429,tumbangkan kezaliman,netral
430,430,430,sejarah indonesiadulu para mantan orang nomor satu indonesia setelah pangsiun sudah istirahatnah sekarang kok cawecawe ora isiniya sih itu hak,netral
431,431,431,pram itu didukung dari partai pdip ya kalau partai yg paling banyak korupsi nya itu partai apa,netral
432,432,432,mantan presiden kok jadi jurkam gak level tau,netral
433,433,433,pembela prabowo dan jkw  akan teriak blm move onandai di pihak prabowo jkw di lerlakukan gitu pasti akan teriak curangpemilu sdh ga jujur krn warisan dulunabrak aturan yg di sahkan mkselanjutnya aturan di langgar penguasa adalh bebas  dan wajar,netral
434,434,434,semoga yg didukung jokowi semua calonya kalah telak,netral
435,435,435,joowi dan sbygimana ni critanya,netral
436,436,436,mulyono tdk takut prabowo takut nya sama anis karna susah di atur,netral
437,437,437,woooi ingat ingat nanti kalo kalah biarkan yg menang ngatur jgn nyalahin jokowi lagi ya nng ,netral
438,438,438,bocor alus terlalu benci ke jokowi jadi gak fair semua salah jokowi bagi mereka,positif
439,439,439,jakarta pramono dan rano,netral
440,440,440,cocok nggak deal nya agree 100,netral
441,441,441,semoga jago mulyono semua kalah supaya gak semakin jumawa si mulyono ini,netral
442,442,442,jangan sampai 2029 indonesia jatuh ke kader im dan calonya mamarikabagi saya mau rk  suswoji yg menang atau pramono  doel menang gak masalah mulyono dan wowo mungkin paham betul ini yg penting jangan kasih panggung si abah kader im itu,netral
443,443,443,selalu semangat pendukung abah anies,netral
444,444,444,tumbangkan dinasti mulyono,netral
445,445,445,gak sekalian turun ke goronggorong ,netral
446,446,446,pokoknya tenggelamkan jagoan2 yg di usung oleh mukidi krn tatanan demokrasi dan tatanan hukum akan runyam,netral
447,447,447,demi fufufafa pak mulyono sibuk jegal sana jegal sini,netral
448,448,448,ok saya pendukung abah jokomulyono sudah habis tinggal nungguin pertanggung jawaban aherat,positif
449,449,449,seharusny presiden dan mantan presiden tdk boleh ikut campur berkaitan dgn etika ambisi kekuasaan jd bumerang sndiri,netral
450,450,450,jokowi udah terang2an ngerusak negeri ayo abah dan anak2nya jg harus terang2an lawan jokowi tidak usah ditutup2i lagi jegal semua ambisi jokowi ,netral
451,451,451,lawan dan tumbangkan ambisi mulyono,netral
452,452,452,p andika capres pdip 2029setelah menang  jadi gubernur jateng,netral
453,453,453,bersama awasi dan waspadai terus pergerakan jokowi,netral
454,454,454,sama banggq jg gk ndukung calon yg didukung sang mantan,netral
455,455,455,iyaaa weh gaboleh pak prabowo kok gitu,netral
456,456,456,obrolan di bocor alus cenderung memihak semua tdk terbukti sperti film dirty vote yg halutetap semangat menangkan lutfi yasin rk suswono ayyo terus viralkan tumbangkan gubernur bupati walikota yg di usung pdip salam tolak pdip,negatif
457,457,457,terimakasih tempo atas kerja kerasnya semoga pak pram menang,netral
458,458,458,pdip bandar judi online pasangan rano pramono didanai bandar judol zulkarnaen adhi dan alvin kiemas keponakan megawati,netral
459,459,459,wowo omon omon mulyono jadi gelandangan sekarang salam rakyat jelata bukan golongan mana mana,netral
460,460,460,anis pun mau menjadi mau dng pdi pdng harapan 2029,netral
461,461,461,kenapa dpr komisi 3 tidak bisa mencegah partai colat ikut carpur pilkada yg seharusnya netral yg hidupnya di biayai pajak,netral
462,462,462,coklat      kakakakakakaka    tetep saja ,netral
463,463,463,obrolan yg asikk ,netral
464,464,464,saya dri jateng pilih andika hendi ,netral
465,465,465,mantap bocor alus gak pake asap asapan rokok rokokan ,netral
466,466,466,majalah tempo koran tempo atau youtube tempo kurang bahan jurnalisnya tidak produktif mosok dr dulu bahan bahasannya jokowiiii mulu kliatan banget mentok inspirasi tokoh sebagai bahan obrolan,netral
467,467,467,etika moral pembangunan hati,netral
468,468,468,bersatulah wahai rakyat jk 2030 tak ingin indonesia bubar    tinggal jokodok dg antek anteknya,netral
469,469,469,jurnalis parah isinya konspiratif doangan kebanyakan baca buku2 novel michael crichton,netral
470,470,470,maaf telat tapi ada yg bisa kasih tahu parcok itu siapa atau apa aja,netral
471,471,471,jika seorang yang bertahuntahun  setia mendukungnya sebagai presiden e e giliran  pak pramono anung maju pada pilkada jakartajustru seola dijegalkirakira sifat bos terhadap anak buah kaya apasih,netral
472,472,472,demi anaknya jokowi menuju 2029ingat 10 tahun  indonesia di penuhi utang2 jokowiapa hebatnya  jadi raja hutang,netral
473,473,473,menungso durjana,netral
474,474,474,inget kata bambang pacul soal jokowi,netral
475,475,475,hati2 jangan dicoblos dg dukungan seorang yg berhinat hati2,netral
476,476,476,alhamdulillah berkat sepuluh tahun pemerintahan pa joko yang dilanjutkan pa bowo ekonomi tumbuh 8 per tahun  angka pengangguran menurun drastis daya beli meningkat tajam hargaharga stabil koruptor bergelantungan di tiang gantungan begal dan preman pada pensiun pendidikan dan kesehatan gratis bagi seluruh rakyat sekarang saatnya pa joko dan pa bowo mencurahkan pikiran dan energinya untuk hal yang lebih besar kampanye pilkada,netral
477,477,477,mantan adalah maut,netral
478,478,478,terus apa bedanya campur tangan anis,netral
479,479,479,kok ketua partai masih manut sama mantan presidenya,netral
480,480,480,anis masih manis,netral
481,481,481,jangan kasih mulyono dukungan coblos yg lain aja pokoknya bukan yg di dukung mulyono cs ,netral
482,482,482,obrolan isinya omong kosong doang,netral
483,483,483,rktinggal di bandung di jkt tdk di kenaltidak ada dukungan,netral
484,484,484,banten mempesonajakarta menyala jawa tengah perkasa,netral
485,485,485,jangan percaya tempo cuma purapura tau,netral
486,486,486,bahas judol juga dong yang lagi panas panasnya min,netral
487,487,487,mantap tempo is the best,positif
488,488,488,setelah liat podcast ini saya jadi semakin pesimis politik transaksional dapat hilang dari negeri ini,netral
489,489,489,pusingggggberdasarkan a 1terus atau sumber berita yg dirahasiakanmantabb bocor aluss,netral
490,490,490,semoga rakyat indonesia sadar,netral
491,491,491,jokowi mah bebas ,netral
492,492,492,jgn percaya janji palsu pdip pak anis ingat dulu 2009 dia juga janji akan mendukung pak prabowo tapi apa dia malahan berkhianat,netral
493,493,493,keren,netral
494,494,494,mustinyapak hokiwi gak ush ikut ngatur lglah,netral
495,495,495,apa kelebihan mulyono sampe pesen suara 58 ,netral
496,496,496,saatnya rk balik bandung,netral
497,497,497,baru x ini ad mantan turuntak di sadari terbuka semua topeng yg selama ini ditutupi,netral
498,498,498,ini gibah apa menebar kebencian,netral
499,499,499,jam nanya joko sy bangkrut untung udh jam dan prabowo,netral
500,500,500,saya dukung yg di dukung abah anis,netral
501,501,501,ini bukan bocor halus tapi jebol karna jokowi menolak proposal nya,netral
502,502,502,siapa bilang tempo netral,netral
503,503,503,mohon text yang ditampilkan agak dilamain sedikit kecepatan baca penonton bocor alus tidak semuanya cepat tq,netral
504,504,504,okeh saya tidak jadi golput saya akan jadi oposisi,netral
505,505,505,pramono dul  jakartaandika  hendi  jawa tengahedy  hasan  sumut tumbangkan manusia culas dan licik serta rakus  hanya mementingkan keluarga daripada rakyat ,netral
506,506,506,perkiraan saya di pilpres 2029 yang akan datang jokowi akan diusung lagi oleh parpol parpol yang sekarang ini di kimplus,netral
507,507,507,semua partai2 dan pejabatnya hanya mementingkan mereka sendiri ngk ada yg bener2 memikirkan rakyat jakarta makanya rakyat jakarta harus pinter memilih pemimpin yg bener memikirkan mereka,netral
508,508,508,males ah bukan hanya yg dulu partai yang dulu juga masih ikut pilkada pura pura ga bermasalah padahal satu paket sama yang dulu 10 tahun lho masih mau kena prank nenek 2,netral
509,509,509,bkn negarawan,netral
510,510,510,wah makin seru,netral
511,511,511,,netral
512,512,512,gila kelakuan polisi sungguh menjijikkan,netral
513,513,513,persiden duar duanya samasaja mensejahterakan dirinya keluarganya dan olygarki,netral
514,514,514,tetap dukung rk,netral
515,515,515,ini podcast penuh fitnah,netral
516,516,516,padahal jokowi dah lengser masih aja dikait2kan  dulu biang tunggu tgl 20 mulyono akan menjadi bebek lumuh  tapi knapa sekarang kalian masih aja takut sama jokowi ,netral
517,517,517,yg perlu diperhatikan itu adalah kpu jgn sampai melakukan bikin suara sendiri umumkan sendiri tanpa mengambil pilihan dari suara rakyat atau menukarkan hsl surat suara seperti halnya pilpres itu jelas2 kpu dan o2 benar2 tlh bikin kesepakatan artinya kpu tlh di stit olej jokotak,netral
518,518,518,hancurkan mulyono dan antek2nya tenggelamkan cakepda yg didukung mulyono,netral
519,519,519,ketika rk menang pasti nyalahin jokowi lagi ha ha,netral
520,520,520,ini orang yang dulu dukung  anis maka nya terus ngagorengkn jokowi,netral
521,521,521,anis di jegal ganjar di 16 kan demi keuarganya bisa berkuasa,netral
522,522,522,suka pilih ga suka jangan pilihkalo menang jangan jumawakalo kalah jangan teriak curangmikir waras jangan terlalu ambisikalo memang hasilnya tidak sesuai dengan harapan kalianberarti itu memang sudah takdir dari yang maha kuasa,netral
523,523,523,jokowi sudah habis masanyasaat ini masanya pak presiden prabowo subianto yang seorang demokrat sejatiyg punya kuasa  bravo08,netral
524,524,524,genah rambo jagoane,netral
525,525,525,mam mam tuh mantan ngakak gua denger kata2 itu,netral
526,526,526,tenggelamkan mulyono,netral
527,527,527,mari pilih calon gubernur bupati wali kota yg tidak didukung oleh jokowi,netral
528,528,528,tidak semua yg anda dengar itu benar,netral
529,529,529,hancurnya negara jarena jokowi dan turunannya,netral
530,530,530,jangan pilih yg berbau endorse jokowi penipu jokowi  sudah menjadi sampah masyarakat  melakukan apa saja untuk penguasaan wilayah betul2 serakah yg tidak ada batasnya,netral
531,531,531,saya tetap pak andika perkasa ,netral
532,532,532,ya dia lagi dia lagi orang yang sudah kaya   emang ga ada lagi orang yang lebih pintar menganggur ga ada lapangan pekerja an,netral
533,533,533,duluvpercaya sama podcast ini tapi sejak prabowo jadi semua omonganya bersebrangan lebih menjorok ke pdi,netral
534,534,534,terima kasih kompas yang selalu terdepan dalam menyuarakan kebenaran,netral
535,535,535,masa seorang presiden ri mau aja dengerin rakyat biasa gak independen dan gak punya pendirian,netral
536,536,536,sukses sllu untuk tempodotco amiinnn,netral
537,537,537,kami keluarga punya hak pilih 4 orang awal mau coblos ke 3 calgub  setelah melihat jokowi cawe cawe kami berubah pikiran 100 saya coblos pram bang dul,netral
538,538,538,untuk pilgub jabar siapa yg di dukung mulyono mau saya buang dr daftar pilihan sayah ,netral
539,539,539,ok,positif
540,540,540,udah muak banget ma kelakuan mulyono sejak merekayasa undang undang untuk menjadikan anakanaknya meneruskan dinastinya serakah dan culas,netral
541,541,541,pramono anung dan rano doel  semoga terpilih menjadi gubenur dan wakil gubenur untuk dki jakartasemoga allah swt memberikan barokah nya amiinnn yaa robball alaminn,netral
542,542,542,mulyono tdk ada gunanya lagi utk di ikuti jejaknyarakyat harus cerdas,netral
543,543,543,ngapain pilih partai tapi tdk mensejahterakan wargajor2an uang hbs dipake utk pilkada tapi begitu terpilih mikirkan diri sendiri dan partainajisnaudzubillahi min dzalik,netral
544,544,544,jokowi mulyono otak nya buusuuuk rakus jabatan  astaqofirullah,netral
545,545,545,kepala negara seharusnya berlaku netral dalam pilkada atau pilpres sekalipun rakyat akan mendukung presiden yg seperti itu,netral
546,546,546,asyik nglihatnyatpi lbih asyik dgn kata bias yg diucapkan,netral
547,547,547,podcast cari cuan orang indonesia memperkaya yg punya youtube,netral
548,548,548,sudah tau ko di biar kan aja kapan perang nya jangan takut mati ,netral
549,549,549,mari kita dukung mas fram dan bang doel merinding ngeri mendengarnya,netral
550,550,550,tempo itu suka ngarang,netral
551,551,551,pdip dukung anies  nyapres 29,netral
552,552,552,saya sangat mendukung pak prabowo dan pak jokowi sdh terbukti pak jokowi presiden fenomenal dan berhasil bangun indonesiapak prabowo juga melanjutkan pak jokowiayo dukung jkt rk jateg lutfi jatim khofifah sumut boby,netral
553,553,553,siparcok bakalan njungkel hahaha,positif
554,554,554,biar jgn terulang lagihrs dicegatklw tdk apa yg diurus sama mereka apa yg diinginkan akan sesuai rencananyakrn menguasai birokrasi dia akan tetap mulus99 rakyat tdk memilih orbitannyahasil akhir birokrasi akan tetap memenangkansecara sebenarnya pemilu tdk perlu dilakukanklw satu pihak bisa menguasai merubah perhitungan suarabuang duit energi mending tunggu negara ini hancur atau kekuasaan allah swtkrn slama ini yg bacot hnya cerdas dlm bicara nd analisa kemampuan utk mendobrak kecurangan tdk pernah adacontoh besar samsul lolos walikota rentetannya cawapresya udaaah mulusdlm proses itu semua pada fahamkan nd arahnya sampai kondisi skrgtapi ada yg bisa gamengatasi lajunyanooooolllsamsul sdh jadi bubur,netral
555,555,555,saya berkeyakinan apa yg dilakukan dan perbuat jokowi selalau jadi pemenang malaikat juga tau siapa yg jadi juara nya,netral
556,556,556,mulyono wes rongsokkk lahh,netral
557,557,557,tumbang,netral
558,558,558,selama seorang pemimpin bekerja dengan baik untuk rakyat maka dia akan didukung rakyat siapapun dia berapapun usianyakepemimpinan bukan hanya milik yg tua tua,netral
559,559,559,kita 16 kan yg di dukung kim plud,netral
560,560,560,negara ini semakin tdk karuan,netral
561,561,561,4n15  mengabdi pd pdip lebih baik dr pd mengabdi pd rijik  roky gr,netral
562,562,562,mulyono mumet hahah,netral
563,563,563,pram merupakan kepercayaan jokowipilkada 2025 pram dan jokowi pecahapakah jokowi akan membulli 1059  alias kriminalisasi  pramono anumkarena pramono anum ada kasus ektp,netral
564,564,564,cawe cawe itu perlu agar tidak jatuh ketangan yg salah ,netral
565,565,565,rakyat meski move on dari mulyana dan mulyana meski sadar bahwa bukan raja,netral
566,566,566,jokowi mantan presiden bagaikan singa tanpa taring,netral
567,567,567,strategi jokowi sand kiri belook kanan sdh tak berhasilap lagi di wilayah dkijokowi adalah musuh bersamasiapapun yg di dukung jokowi  hrs di kalahkan agar tidak berkuasa,netral
568,568,568,aneh ketua partai masih takut sm mulyono,netral
569,569,569,tempo karena ga d kasih project d era mulyono akhirnya dendam kepada mulyono dan fitnah sana sini,netral
570,570,570,kini jokowi adalah orang bebas spt kita tidak lagi menjadi petugas partai tidak lagi menghamba kepada buketum,netral
571,571,571,ilusi hasil kongkow di cafe ,netral
572,572,572,xan ngomong az mslh politik  mbdukung siapa  yg jls ketum pdip tidak bisa di percayadg kokowi hengkang dr odip itu sst oembelajaran utk ketum pdip yg selama ber tahun2 trll arogansi pd jader2nya yg menhdi pejabat bhkan trll merendahkannjokowi sbg presidendg kejadian itu rakyat yg cerdas yg menjunjung tinggi etika  alhmdlh pdip tidak berdaya pilres 2024next ketum pdip bisa bervenah diri intropeksi diri jgn mrs sombong mrs berkuasa se olah2 bisa berkuasa melalui jader2nya yg menjdi dewan  pejabat daerah maupun pejavat negara bhkan oresiden bisa di tundukkanrakyat yg cerdas jgn kecolongan lg  masuk ke kandang buaya,netral
573,573,573,kalau yg di dukung mulyono menang lagi fix mulyono mafia pemilu,netral
574,574,574,tetep ibtruksi habib riziq yg dikkuti coblos no 1 rido insya allah menang di jakarta tumbangkan calon mak banteng partai merah,netral
575,575,575,coblos pilkada yg bukan kepda titipan,netral
576,576,576,presiden bekas rakus nggilani,netral
577,577,577, proposal jangan dilupakan,netral
578,578,578,mulyono kenapa jahat dlm jabatan nya berpolitik jahat demi kekuasaan,netral
579,579,579,rakyat dki jakarta harus mereset ulang pencalonan cagub dki jakarta karena cagub sekarang kelihatannya sakitsakitan yang sangat berefek kedepannya untuk kehidupan dki jakarta masak sih dki jakarta yang sangat padat gitu dipimpin oleh seorang pesakitan  dimana netizen jakarta nya apakah mereka sakitsakitan juga ,netral
580,580,580,ayuuu kembangkan politik pembukaan uud yg murni dan konsekwenagar rakyat berdaulat dan sejahtera  rakyatnya tercapai,netral
581,581,581,kayanya prano menang nih,netral
582,582,582,coklat ni memang menyalah gunakan wewenang  kasat mata tapi menyangkal,netral
583,583,583,komunikasi yg fair dan teliti,positif
584,584,584,rk susah menang di jakarta karena di dukung oleh jokowi,netral
585,585,585,pokoknya semua yg di dukung jokowi insya allah kalah rakyat semakin cerdas tak mau lagi pilih yg di endors jokowi,netral
586,586,586,klu hasil  pilgub di tentukan buat apa pake pilgub gubernur dipilih aj olh presiden biar mkin puas jkw bisa pilih yg dia suka,netral
587,587,587,atau ayo kita rakyat dukung mulyono calonnya menang semua kita rakyat tambah miskin tambah susah dipajak naik asal mulyono sak anak turunnya hidup kaya raya hidup mewahkan demi mulyono jadi gpp asal jokoi senang rakyat tambah gepeng gppasal jokoi sukses,netral
588,588,588,mau tanya mind klo jd buzer bayarannya gede ga trus bisa bikin kaya apa ga apa cuma cukup buat makan nasi bungkus,netral
589,589,589,wapres rajin blusukan,netral
590,590,590,tidak memilih calon yang diendors oleh dia,netral
591,591,591,anies baswedan cocok jadi ketum pdiperubahan,netral
592,592,592,coblos  pramono andika dan rismalibas mulyono dan kroninya,netral
593,593,593,apa bener iya info dr orang yg di temui oleh pa jokowi semudah itu di dapatkan ngasih info ke narsum ,netral
594,594,594,hati2 komen karena saya yakin mereka  jkw  pbw akan menggunakan power merekauntuk membungkam negara ini akan diktator,netral
595,595,595,bau bau mendukung sebelahgak netral,netral
596,596,596,masqlqhnya apamwrugika siapaanehhhh,netral
597,597,597,pilkada kali ini supaya jokowi tahu diri dukungan jokowi harus kalah supaya jokowi lebih tahu adat,netral
598,598,598,semoga yang pada komen tidak munafik dibibir mendukung pram rano di dki andika di jateng tapi menerima logistik dr team lain semoga anda sadar diri,netral
599,599,599,like tertinggi di vidio ini 23rb tidak diperhitungkan dan saya bisa pastikan yg komen di sini pasti masih banyak yg menerima serangan fajar apee loee sadar sadar,netral
600,600,600,kebenaran itu pasti mensngbravo tempo,netral
601,601,601,joss,netral
602,602,602,prabowo shrsnya bs lari dr ajakan buruk kelakuan jokowi yg berotak liciksedang jokowi aja tega mengianati pdi p yg membesarkan diadia conton orng raja tega,netral
603,603,603,kenapa pejabat mantan presiden bisa turun dan prabowo selaku presiden ri indonesia pilkada pilgub jateng ini urusan suara rakyat biar rakyat bisa memilih hak hak masing masing karena menuju indonesia maju indonesiaku tercinta tanah air indonesia tetap semangat berjuang keras ,netral
604,604,604,sebaiknya prabowo tdk pantas cawe2 dlm pilkada krn dia seorang presiden dan presiden itu milik semuajd sungguh nggak etis kl mendukung salah satuknp prabowo kok nggak beda sprti pemimpin kemarinnegara kok dirusak begini ada fenomena apa,netral
605,605,605,nyong wong ngapak jls pilih tni andika,netral
606,606,606,saya kebumen jawa tengah dukung andika   hendi,netral
607,607,607,namanya bocor halus mana ada berita yg benar semua omong kosong melulu kacian deh elu wkwkqk,netral
608,608,608,ora onok ajine diri percuma urip,netral
609,609,609,siapapun yang di pilih pak prabowo harus di dukung  untuk kelancaran pemerintahan sampai 2029,netral
610,610,610,gak jokowi gak makan ,netral
611,611,611,     ,netral
612,612,612,kereta cepat,netral
613,613,613,hidup pak jokowi,netral
614,614,614,media partisan,netral
615,615,615,benar2 bocor ,netral
616,616,616,smoga pramono menang berharap bisa terusin tugu sepeda yg baru jdi velgnya doank,netral
617,617,617,amit2 ih rusak nya mental orang2 indonesia hancur negaraku buat jadi pemimpin sampe begini,negatif
618,618,618,otak kalian bocor alus tp keliling,netral
619,619,619,mantannya mantan siapa hayoooo,netral
620,620,620,bla bla bla,netral
621,621,621,,netral
622,622,622,ara dan effendi simbolon benalutumbangkan mulyono dan sekutunya,netral
623,623,623,terliht terzng bgt klo mulyuno ini haus kekuasaan  jauh bgt sama mantan2 persiden sblmnyablm puas mulyono ini ngbrak ngbrik ngri ini,netral
624,624,624,di jatim aja poster banyak nama jokowi warga indonesia harus cerdas jangan mau di atur2 sama atek2 asing yg mengerusmerusak tambang undang2 negara kita nkri harga mati,netral
625,625,625,mau bicara apapun  jokowi   pernah jadi walikota  jadi gubernur  jadi presiden 2 periode fakta yg tak terbantahkan,netral
626,626,626,rakyat jgn mau di intimidasi oleh mereka yg berkuasa,netral
627,627,627,begitu masif dampak negatif keluarga mulyono ini emang bener apa kata pak jk bisa hancur negara ini kalau dia berkuasa dan sekarang mulai terjadi,netral
628,628,628,serangan fajarambil duitnya coblos yg gx ngasih duit,netral
629,629,629,,netral
630,630,630,pembual,netral
631,631,631,dukung jokowi bro,netral
632,632,632,keren penjelasannya mantap cadass,netral
633,633,633,bocor alus bahas soal tersangka judol apalagi yg keponakan,netral
634,634,634,tempo super keren prabowo sama saja dengan jokowi pelanggar uu bravo andhikahendi,positif
635,635,635,ulas dong berita tentang alwin jabarti kiemas keponakan megawati soekarnoputri jadi tersangka kasus judi online komdigi,netral
636,636,636,gak capek bahas jokowi toh sdh ber bulan2,netral
637,637,637,kuburkan firaun jawa yang sudah membawa petaka di negeri ini,netral
638,638,638,campur tangannya tidak manjur ayo dukung pramono rano,netral
639,639,639,dukung abah anies,netral
640,640,640,barisan sakit hati yg proposalnya ditolak,netral
641,641,641,tengelamkan mul cs ke gorong2 jonnn,netral
642,642,642,hentikan dinasti politik jokowidg tidak pilih calon yg didukunya,netral
643,643,643,yang menang  pasti pram  doel,netral
644,644,644,analisa ini salahpenasaran kita lihat tgl 27 jam 15,netral
645,645,645,iq 78 ud dilindungi tni dr pembodohan  ya berarti tinggal celah terakhir yaitu spt psi kemarin penggelembungan di bertingkat kpu bawaslu tutup mata menkominfo tutup mata yg ubah2 metadata fotofoto tps pura2 ga tahu salah2 ga teliti di level tps wkwkwk,netral
646,646,646,p,netral
647,647,647,sy cah semarang dukung pak hendi karena kinerja beliau cukup baik selama jadi walikota semarang sblm digantikan walikota skrg,netral
648,648,648,jokowi terlalu pede dia merasa kalo dia turun gunung dukung rk bakalan memenangkan rk tp faktanya itu jadi blunder,netral
649,649,649,jateng perkasabismillah,netral
650,650,650,jangan pilih calon yg diendors sama mulyono dimanapun berada,netral
651,651,651,jateng mau di pimpin polisi ,netral
652,652,652,jawa tengah pak tentara ,netral
653,653,653,melawan jokowi di jakarta dan jawa tengah semoga efek negatif jokowi mempengaruhi pemilih yang belum menentukan pilihannya untuk memilih lawan calon gubernur yang tidak didukung oleh jokowi,netral
654,654,654,nyimak terus bocoor alus,netral
655,655,655,rakyat ingin sejaterah dimudakan pekerjaan dll,netral
656,656,656,hayo tni awasi pasukan cokelat uda muak,netral
657,657,657,coklat uda ga dipercaya,netral
658,658,658,uda basi pak prabowo jangan ikut yg lama pengobok konstitusi dan pelemah kpk,netral
659,659,659,kalo kata hastojokowi tanpa partai coklat tidak ada apa2nyabukan apa2,netral
660,660,660,anak si mantan aja sampai turun di plosok2 loh,netral
661,661,661,kalau menurut gw ini acara bukan bocor alus tapi emang bocor beneran  soalnya ada yg ngumpan  ada yg nyemash  semua informasi dibuka vulgar tanpa ada yg ditutupin,negatif
662,662,662,boyolali pastikan pilih andika  hendi,netral
663,663,663,kata kata ini dari manayaakok super tahu sudahlah kembalikan pilihan rakyat saja terlalu banyak narasi membingungkan,positif
664,664,664,ada orang  mrcawe2 jadi bingung krn jagoannya menurut survey anjlok semua kalau jagoannya sampai kalah  bisa2 stroke,netral
665,665,665,jokowi dah lengser aja masih aja cawe2emang ngaruh,netral
666,666,666,dengan tidak mendukung calon2nya mulyonokalian telah menyelamatkan masa depan nkri,netral
667,667,667,yang didukung mantan jangan dipilih,netral
668,668,668,betul mulyono ud jahat,netral
669,669,669,wong dipaksakan suka dengan persija mana tahan bro ,netral
670,670,670,tempo paling keren,netral
671,671,671,sok tau orang itu,netral
672,672,672,tempo sekarang gak bermutu sotoi,netral
673,673,673,tenggelam kan paslon yang di dukung mulyono,netral
674,674,674,kurng yakin,netral
675,675,675,apa itu parcok,netral
676,676,676,najis klo gibran capres th 2029  tetap  seperti bapak nya tukang bohong,netral
677,677,677,jokowi perusak demokrasi bangsa ini ,netral
678,678,678,segini takutnyasampai pemimpin turun gunungaduh2gak sekalian sby juga,netral
679,679,679,sama rk aja gk selera gw milihnya apalg ada jokowi,netral
680,680,680,kereen tempo bisa seberani ini,netral
681,681,681,percaya ma pdi buktinya prabowo jls di khianati itu contohnya di batu tulis,netral
682,682,682,momong opo to,netral
683,683,683,tau darimana ya mereka iniinfonya kok ngeri bangetinforman yg di atas apa nggak khawatir kalo rahasia mereka kok kayaknya segampang ini bocor oleh orang orang sekitarnya ya,netral
684,684,684,pr terbesar pdip kalahkan rk dijakarta pramono dan doel bisa memenangkan pilgub jakartayg namanya mulyono akan rungkadtumbang dengan cepat dan mudah han pramono bisa menang dipilgub dki,netral
685,685,685,kalau pakai cara jujur lawan politik terberat mulyono pak anies baswedan  berhubung mukidi sudah tidak takut dosa lagicara iblis pun di lakukan tak heran mulyono sudah tidak punya rasa malu lagi,netral
686,686,686,kurang angin dong bocor aluss,netral
687,687,687,yaahhh udahlah  gubernurnya jlt sdh pasti mas pram ini keyakinan kami trawangan dari luar jawanumpang komentar yaunt jateng gubernurnya pasti bang andika perkasa,netral
688,688,688,satu kata dari saya buat kalian bertiga kerren,netral
689,689,689,kim plus jangan didukung itu mulyono,netral
690,690,690,sumut pilih edi rahmayadi tenggelamkan dinasty mulyono,netral
691,691,691,jangan pilih yang di endorse mulyono biar rantai kekuasaan dinasty mulyono putus,netral
692,692,692,betul2 jokowi udah nggak bertaring alias amoh,netral
693,693,693,prabowo jdlah presiden yg adil dan netral gak usah ikut cawe2 pilkada ckp mulyono ,netral
694,694,694,yes,netral
695,695,695,yg bakalan menang ridwan kamil ,netral
696,696,696,linghas  lincah,netral
697,697,697,thumbnailnya barisan patah hati,netral
698,698,698,mari junjung tinggi demokrasi tanpa adanya cawe2 orang2 liar,netral
699,699,699,parcok udah tau di bayar sama rakyat malah jadi perusuh banyak duit judi di pakai buat kampanye lagigayanya mau berantas tapi setor duit judi maumalu,netral
700,700,700,tetap pak andika coblos no  tenggelamkan mulyono dan antekya biar tumbang,netral
701,701,701,setuju banget dan banget setuju siapapun didukung jokowi jangan didukung tumbangkan saja ,netral
702,702,702,maju terus bocor halus bongkar kekejaman dan kebohonhan jokoewi,netral
703,703,703,aku siap curang ,netral
704,704,704,ada ya macan takut sama kucing memalukan,netral
705,705,705,klau ada parcok hrsnya parjo juga bergerak,netral
706,706,706,pilkada rasa pilpres,netral
707,707,707,kan mulyono sdh biasa main curang ,positif
708,708,708,cie cie kenapa kok pada takut sama pak jokowi,netral
709,709,709,jokowi itu jago gimmick kata connie di podcast akbar faisal uncensored bersama mas hasto,netral
710,710,710,huuh gampang temeen  mau mrngkudetaa pk praboowooo kloo akuu pk prabowoo dua besok dua pereodeee cawapresnyaaa harus gantiii  kan banyaaak  ms ahyituuu juga pantas cawaprees p dip juga adaaa  golkaar jugaa adaaa jadiii akan lebiih aaduhaaiii   pakprsbowooo  hatiii2 ya paaak diaaam2cawapreees muu ituu lhoo paaak diaaam2  itu bahayaaaa,netral
711,711,711,tempo tetap mengarang bebas dan terlalu picik narasi nya sama dengan yg di gaungkan kubu pdip  yaitu 2029 bisa gk sih bahas apa yg sebenar nya dibutuhkan jakarta skrg siapa yg bisa bekerja ya kalau mau jakarta tenggelam sih lanjutkan saja berpikir picik grand design jakarta gak akan bisa berjalan selama memilih gubernur yg tidak bisa bekerjasama dgn pusat,positif
712,712,712,tempo hebat jadi sedikit bisa nebaknebak rusaknya demokrasi karena ada nya partai coklat semoga green tea bisa mengawasi wafer,negatif
713,713,713,menang pak rambu andika jateng minggir dan bang dol jakarta minggir smua dinasti mulyono,netral
714,714,714,dari sekian banyak mantan presiden yg baru masuk masapensiun cumamulyono yg kepedean banget ikut campur soal pilkada  dia berasa dirinya masih seorang presiden  ,netral
715,715,715,apa main pilkada  main lawas lu tempo cara lawas katrok cara kuno bocor alus bocoran dri si ini kata si itu kata dia kata orang dekat jokowi wkwkwkk hari gini main data bos lu kira kita bocah lawaaaak lawak tempo,positif
